split,epoch,version,samples,accuracy,loss,step1_mean,step1_zero_fraction,step1_inactive_neurons,step2_mean,step2_zero_fraction,step2_inactive_neurons,step3_mean,step3_zero_fraction,step3_inactive_neurons
train,37,407,704,0.9758522727272727,0.09558817744255066,0.2801489531993866,0.20076704545454546,1,0.7875638008117676,0.3500284090909091,3,3.142436981201172,0.09738636363636363,2
train,38,418,704,0.9886363636363636,0.07988908141851425,0.28228241205215454,0.20279829545454545,1,0.7839648127555847,0.36038352272727275,3,3.1355960369110107,0.09634943181818181,2
train,39,429,704,0.9928977272727273,0.07293843477964401,0.28473180532455444,0.20247159090909092,1,0.7964971661567688,0.35798295454545453,3,3.154932737350464,0.0987784090909091,2
train,40,440,704,0.9886363636363636,0.0691450908780098,0.28843098878860474,0.20345170454545455,1,0.8219139575958252,0.3529119318181818,3,3.325613498687744,0.09463068181818182,1
train,41,451,704,0.9701704545454546,0.11468713730573654,0.289811909198761,0.20446022727272728,1,0.8555619120597839,0.33757102272727274,2,3.506847381591797,0.09147727272727273,1
train,42,462,704,0.9957386363636364,0.05979814752936363,0.2895718514919281,0.20740056818181818,1,0.8230603933334351,0.3562215909090909,2,3.303560972213745,0.08667613636363636,1
train,43,473,704,0.9957386363636364,0.054681356996297836,0.29157331585884094,0.20975852272727272,1,0.8383517265319824,0.35448863636363637,2,3.3835623264312744,0.08654829545454545,1
train,44,484,704,0.9957386363636364,0.05063178390264511,0.29413437843322754,0.2095880681818182,1,0.8473795652389526,0.35607954545454545,2,3.4410524368286133,0.0852840909090909,1
train,45,495,704,0.9985795454545454,0.0464060939848423,0.2965526580810547,0.20896306818181817,1,0.8589696288108826,0.35268465909090907,2,3.486151933670044,0.08551136363636364,1
train,46,506,704,1.0,0.042859192937612534,0.2989388108253479,0.20992897727272727,1,0.869799017906189,0.3537215909090909,2,3.5565531253814697,0.08541193181818182,1
train,47,517,704,0.9971590909090909,0.04118509590625763,0.30149969458580017,0.20985795454545456,0,0.8764786720275879,0.35633522727272726,2,3.582332134246826,0.08673295454545454,2
train,48,528,704,0.9985795454545454,0.03739812225103378,0.3032883107662201,0.21032670454545455,0,0.8869715929031372,0.35436079545454546,2,3.638025999069214,0.08671875,2
train,49,539,704,0.9957386363636364,0.040934886783361435,0.3049241602420807,0.21163352272727273,1,0.8851495981216431,0.3615625,3,3.645094633102417,0.08619318181818182,2
train,50,550,704,1.0,0.03308037668466568,0.30716896057128906,0.21110795454545456,0,0.9071805477142334,0.3529971590909091,2,3.7564404010772705,0.08565340909090909,2
train,51,561,704,1.0,0.03346617519855499,0.309199720621109,0.21073863636363635,0,0.9202471375465393,0.35048295454545453,2,3.823528528213501,0.08571022727272727,2
train,52,572,704,0.9985795454545454,0.02944924682378769,0.311359167098999,0.21098011363636363,1,0.9205635786056519,0.35569602272727274,2,3.818206787109375,0.08650568181818181,2
train,53,583,704,1.0,0.028535746037960052,0.312710165977478,0.21170454545454545,1,0.9373212456703186,0.3511931818181818,2,3.933072090148926,0.08428977272727273,2
train,54,594,704,0.9985795454545454,0.025955282151699066,0.3142339289188385,0.21140625,0,0.9348121285438538,0.3564346590909091,2,3.8916139602661133,0.0853125,2
train,55,605,704,1.0,0.02436124160885811,0.31597405672073364,0.21217329545454544,0,0.9478904008865356,0.35404829545454547,2,3.976968765258789,0.08411931818181818,2
train,56,616,704,0.9985795454545454,0.023176973685622215,0.31760939955711365,0.21159090909090908,0,0.9477423429489136,0.35889204545454545,3,3.9681828022003174,0.08411931818181818,2
train,57,627,704,1.0,0.021745668724179268,0.31888261437416077,0.21227272727272728,0,0.96079421043396,0.3548153409090909,2,4.0512285232543945,0.08221590909090909,2
train,58,638,704,1.0,0.020442912355065346,0.32055166363716125,0.21272727272727274,0,0.9677724242210388,0.35446022727272725,2,4.084996223449707,0.08261363636363636,2
train,59,649,704,1.0,0.019329722970724106,0.3218689262866974,0.21299715909090908,0,0.9720447063446045,0.3559943181818182,2,4.1031084060668945,0.08302556818181818,2
train,60,660,704,1.0,0.0188861433416605,0.32329118251800537,0.21292613636363636,0,0.9756799340248108,0.35896306818181817,2,4.122603416442871,0.08301136363636363,2
train,61,671,704,1.0,0.017806388437747955,0.32452860474586487,0.2131818181818182,0,0.9880780577659607,0.3541193181818182,2,4.195553779602051,0.08205965909090909,2
train,62,682,704,1.0,0.016690833494067192,0.32592254877090454,0.2133096590909091,0,0.9916521906852722,0.3569318181818182,2,4.208001613616943,0.08282670454545454,2
train,63,693,704,1.0,0.01607373170554638,0.32713478803634644,0.21410511363636364,0,0.9942747950553894,0.3590482954545455,2,4.223987579345703,0.0828125,2
train,64,704,704,1.0,0.01563151367008686,0.32866448163986206,0.21380681818181818,1,1.0088363885879517,0.35397727272727275,2,4.306480884552002,0.08223011363636364,2
train,65,715,704,1.0,0.014570634812116623,0.32981806993484497,0.21448863636363635,0,1.0106258392333984,0.3572727272727273,2,4.317198276519775,0.08251420454545455,2
train,66,726,704,1.0,0.0139164412394166,0.330701619386673,0.214375,0,1.0139530897140503,0.3576846590909091,3,4.322239398956299,0.08292613636363637,2
train,67,737,704,1.0,0.013481095433235168,0.3317106366157532,0.21551136363636364,0,1.0243254899978638,0.35461647727272727,2,4.393002986907959,0.08284090909090909,2
train,68,748,704,1.0,0.012727845460176468,0.3330041766166687,0.21555397727272727,0,1.0264697074890137,0.35825284090909093,2,4.405745506286621,0.08245738636363636,2
train,69,759,704,1.0,0.012531825341284275,0.3340388238430023,0.21515625,0,1.0341148376464844,0.35529829545454544,2,4.438021183013916,0.08269886363636364,2
train,70,770,704,0.9985795454545454,0.014214101247489452,0.3350476324558258,0.215,0,1.0290982723236084,0.36230113636363637,2,4.407146453857422,0.08409090909090909,2
train,71,781,704,1.0,0.012052824720740318,0.335988849401474,0.21534090909090908,0,1.0453577041625977,0.3562215909090909,2,4.506475448608398,0.0834090909090909,2
train,72,792,704,1.0,0.010867718607187271,0.33688443899154663,0.21559659090909092,0,1.046051263809204,0.35785511363636363,2,4.500312328338623,0.0839346590909091,2
train,73,803,704,1.0,0.010414705611765385,0.3378221392631531,0.21617897727272728,0,1.0494720935821533,0.3584659090909091,3,4.515395641326904,0.08390625,2
train,74,814,704,1.0,0.010049558244645596,0.3388128876686096,0.21696022727272726,0,1.0525712966918945,0.35951704545454544,2,4.542679786682129,0.08353693181818182,2
train,75,825,704,1.0,0.009606256149709225,0.33971938490867615,0.21720170454545454,0,1.0608887672424316,0.3582244318181818,2,4.590415954589844,0.08373579545454546,2
train,76,836,704,1.0,0.009285748936235905,0.34090563654899597,0.21625,0,1.0620243549346924,0.36045454545454547,3,4.581457614898682,0.08505681818181818,2
train,77,847,704,1.0,0.008936174213886261,0.3418070375919342,0.21691761363636364,0,1.070791482925415,0.35828125,2,4.647747993469238,0.08426136363636363,2
train,78,858,704,1.0,0.00862281583249569,0.34272873401641846,0.21660511363636364,0,1.0718371868133545,0.36076704545454547,3,4.650900840759277,0.0846875,2
train,79,869,704,1.0,0.008333291858434677,0.34344255924224854,0.21717329545454545,0,1.0788096189498901,0.3588636363636364,2,4.684256076812744,0.0846875,2
train,80,880,704,1.0,0.008041062392294407,0.3444768786430359,0.21681818181818183,0,1.080296277999878,0.3603409090909091,2,4.686174392700195,0.08507102272727272,2
train,81,891,704,1.0,0.007731157820671797,0.34540170431137085,0.21696022727272726,0,1.0863664150238037,0.3591335227272727,2,4.711319923400879,0.08545454545454545,2
train,82,902,704,1.0,0.0074662403203547,0.3462696671485901,0.21732954545454544,0,1.0919625759124756,0.3528125,1,4.7539896965026855,0.08416193181818182,2
train,83,913,704,1.0,0.007320570759475231,0.347064346075058,0.21751420454545456,0,1.1012004613876343,0.34877840909090907,1,4.780401706695557,0.08383522727272727,2
train,84,924,704,1.0,0.006996616721153259,0.3478109836578369,0.2172443181818182,0,1.1008918285369873,0.353125,2,4.78851318359375,0.08424715909090909,2
train,85,935,704,1.0,0.006715255789458752,0.3485550880432129,0.2173721590909091,0,1.1071105003356934,0.35217329545454545,1,4.818480491638184,0.08399147727272727,2
train,86,946,704,1.0,0.006461243145167828,0.3494454622268677,0.21751420454545456,0,1.1106330156326294,0.35350852272727273,1,4.8408331871032715,0.08416193181818182,2
train,87,957,704,1.0,0.006272712256759405,0.3501950800418854,0.21791193181818183,0,1.1159734725952148,0.35274147727272726,1,4.877964973449707,0.0834090909090909,2
train,88,968,704,1.0,0.006035048980265856,0.3510861098766327,0.2177840909090909,0,1.1192643642425537,0.3533522727272727,1,4.892323017120361,0.08375,2
train,89,979,704,1.0,0.006061942782253027,0.3518378436565399,0.21748579545454547,0,1.1192532777786255,0.3562357954545455,1,4.899593353271484,0.08382102272727272,2
train,90,990,704,1.0,0.007436642423272133,0.3524045944213867,0.21751420454545456,0,1.1367015838623047,0.34711647727272726,1,4.986331462860107,0.08352272727272728,2
train,91,1001,704,1.0,0.005971439648419619,0.35306715965270996,0.21745738636363637,0,1.1226779222488403,0.35806818181818184,2,4.920559406280518,0.08458806818181819,2
train,92,1012,704,1.0,0.005517167504876852,0.3535575866699219,0.21776988636363637,0,1.1335841417312622,0.3527840909090909,1,4.967076301574707,0.08440340909090908,2
train,93,1023,704,1.0,0.005191751290112734,0.35430020093917847,0.21779829545454546,0,1.1352306604385376,0.35407670454545453,1,4.975525379180908,0.08515625,2
train,94,1034,704,1.0,0.0050582741387188435,0.355026513338089,0.21792613636363636,0,1.1402873992919922,0.3537784090909091,1,5.0125226974487305,0.08502840909090909,2
train,95,1045,704,1.0,0.004882491659373045,0.3557833433151245,0.21754261363636362,0,1.1422404050827026,0.35447443181818183,2,5.016366481781006,0.08575284090909091,2
train,96,1056,704,1.0,0.004753515589982271,0.35624656081199646,0.21796875,0,1.144273042678833,0.355,1,5.026350498199463,0.08612215909090909,2
train,97,1067,704,1.0,0.00466380687430501,0.3569606840610504,0.21838068181818182,0,1.1491817235946655,0.35484375,1,5.071777820587158,0.08545454545454545,2
train,98,1078,704,1.0,0.00446627102792263,0.35767894983291626,0.21779829545454546,0,1.1523381471633911,0.3547017045454545,1,5.072308540344238,0.08693181818181818,2
train,99,1089,704,1.0,0.004337782971560955,0.3584120571613312,0.21776988636363637,0,1.155941367149353,0.35467329545454546,1,5.0872602462768555,0.08757102272727273,2
train,100,1100,704,1.0,0.004225870594382286,0.3589656949043274,0.21836647727272726,0,1.1597802639007568,0.35525568181818185,1,5.125484466552734,0.08694602272727273,2
train,101,1111,704,1.0,0.004139264114201069,0.35971230268478394,0.21802556818181817,0,1.1595371961593628,0.3570028409090909,2,5.116649627685547,0.0879403409090909,2
train,102,1122,704,1.0,0.003984289243817329,0.3602747917175293,0.21818181818181817,0,1.1662616729736328,0.3548863636363636,1,5.1524176597595215,0.08823863636363637,2
train,103,1133,704,1.0,0.003886678721755743,0.36085766553878784,0.21860795454545454,0,1.1690499782562256,0.3555397727272727,1,5.17716646194458,0.08805397727272728,2
train,104,1144,704,1.0,0.0038236489053815603,0.36149537563323975,0.21829545454545454,0,1.1721289157867432,0.3550710227272727,1,5.181125640869141,0.08849431818181819,2
train,105,1155,704,1.0,0.0037655336782336235,0.3621169626712799,0.21853693181818182,0,1.1792336702346802,0.35255681818181817,1,5.228240013122559,0.08823863636363637,2
train,106,1166,704,1.0,0.003598228096961975,0.36254534125328064,0.21828125,0,1.1776715517044067,0.3555397727272727,1,5.211533069610596,0.08936079545454545,2
train,107,1177,704,1.0,0.003520389785990119,0.3631332814693451,0.21859375,0,1.1820751428604126,0.3482386363636364,0,5.2465643882751465,0.08801136363636364,2
train,108,1188,704,1.0,0.003400166518986225,0.3638296127319336,0.21823863636363636,0,1.183848261833191,0.35042613636363634,0,5.255543231964111,0.0885653409090909,2
train,109,1199,704,1.0,0.0033396228682249784,0.36431241035461426,0.21821022727272726,0,1.1850579977035522,0.3536079545454546,0,5.252134323120117,0.09005681818181818,2
train,110,1210,704,1.0,0.0032340011093765497,0.3648948669433594,0.21863636363636363,0,1.1919547319412231,0.3492613636363636,0,5.297281742095947,0.08853693181818181,2
train,111,1221,704,1.0,0.0031605870462954044,0.3655034601688385,0.21836647727272726,0,1.1954423189163208,0.34877840909090907,0,5.308579444885254,0.08903409090909091,2
train,112,1232,704,1.0,0.0030827976297587156,0.3660903871059418,0.21832386363636364,0,1.1959985494613647,0.3513636363636364,0,5.319599628448486,0.09005681818181818,2
train,113,1243,704,1.0,0.0030112394597381353,0.36647042632102966,0.21845170454545454,0,1.2003101110458374,0.3500284090909091,0,5.3351874351501465,0.09015625,2
train,114,1254,704,1.0,0.0029110379982739687,0.36701226234436035,0.2184090909090909,0,1.2001312971115112,0.3524573863636364,0,5.3370137214660645,0.09103693181818182,2
train,115,1265,704,1.0,0.0028573470190167427,0.36755526065826416,0.21821022727272726,0,1.2062976360321045,0.3498153409090909,0,5.355216979980469,0.0915625,2
train,116,1276,704,1.0,0.002800937509164214,0.3679574429988861,0.21870738636363637,0,1.2099108695983887,0.35004261363636363,0,5.3975372314453125,0.09109375,2
train,117,1287,704,1.0,0.002747531747445464,0.36849498748779297,0.21839488636363635,0,1.2069586515426636,0.35274147727272726,0,5.366714000701904,0.09230113636363636,2
train,118,1298,704,1.0,0.002728452440351248,0.36897632479667664,0.2183096590909091,0,1.2157925367355347,0.3486221590909091,0,5.4089837074279785,0.09197443181818182,2
train,119,1309,704,1.0,0.0026112680789083242,0.36946648359298706,0.2183096590909091,0,1.215613603591919,0.35125,0,5.421976089477539,0.09258522727272728,2
train,120,1320,704,1.0,0.0025667923036962748,0.36991044878959656,0.21839488636363635,0,1.2196567058563232,0.34928977272727274,0,5.440690040588379,0.09215909090909091,2
train,121,1331,704,1.0,0.0024513876996934414,0.3703547716140747,0.21863636363636363,0,1.21885347366333,0.35144886363636363,0,5.443110466003418,0.0925,2
train,122,1342,704,1.0,0.0024234491866081953,0.37080803513526917,0.2183380681818182,0,1.219469666481018,0.3532954545454545,0,5.439473628997803,0.09366477272727272,2
train,123,1353,704,1.0,0.002321920357644558,0.37118279933929443,0.2184659090909091,0,1.223410725593567,0.3522727272727273,0,5.449051380157471,0.09434659090909091,2
train,124,1364,704,1.0,0.0023280514869838953,0.37167203426361084,0.21853693181818182,0,1.222825288772583,0.3542471590909091,0,5.458336353302002,0.09393465909090909,2
train,125,1375,704,1.0,0.002272464567795396,0.3721470534801483,0.2184659090909091,0,1.2312259674072266,0.35015625,0,5.489511489868164,0.09393465909090909,2
train,126,1386,704,1.0,0.0021759322844445705,0.37257134914398193,0.21873579545454547,0,1.2311923503875732,0.3524573863636364,0,5.514349460601807,0.09375,2
train,127,1397,704,1.0,0.002121217316016555,0.37306973338127136,0.21842329545454545,0,1.23211669921875,0.3529119318181818,0,5.502630233764648,0.09454545454545454,2
train,128,1408,704,1.0,0.0020817955955863,0.37355029582977295,0.2184659090909091,0,1.236791968345642,0.3513636363636364,0,5.525747299194336,0.09438920454545455,2
train,129,1419,704,1.0,0.002021168824285269,0.37398913502693176,0.21852272727272729,0,1.2389979362487793,0.3518181818181818,0,5.542729377746582,0.09467329545454546,2
train,130,1430,704,1.0,0.0019855124410241842,0.3743961453437805,0.2188778409090909,0,1.240731954574585,0.3527840909090909,0,5.563349723815918,0.09460227272727273,2
train,131,1441,704,1.0,0.0019369072979316115,0.3748756945133209,0.21866477272727272,0,1.2427226305007935,0.35234375,0,5.5702080726623535,0.09441761363636364,2
train,132,1452,704,1.0,0.0019020590698346496,0.3753511607646942,0.21853693181818182,0,1.244463324546814,0.3527130681818182,0,5.573244571685791,0.09498579545454545,2
train,133,1463,704,1.0,0.0018567348597571254,0.37577128410339355,0.21839488636363635,0,1.249205231666565,0.35157670454545453,0,5.610996723175049,0.09478693181818182,2
train,134,1474,704,1.0,0.001810031826607883,0.3762943744659424,0.21821022727272726,0,1.2499405145645142,0.3524431818181818,0,5.611196041107178,0.09519886363636364,2
train,135,1485,704,1.0,0.0017959617543965578,0.3766457438468933,0.21842329545454545,0,1.2543201446533203,0.3510369318181818,0,5.63912296295166,0.09491477272727272,2
train,136,1496,704,1.0,0.001755904289893806,0.37697693705558777,0.21806818181818183,0,1.251930594444275,0.35350852272727273,0,5.6183881759643555,0.09569602272727273,2
train,137,1507,704,1.0,0.0017899359809234738,0.3772662878036499,0.21839488636363635,0,1.2594374418258667,0.3499431818181818,0,5.666036605834961,0.09515625,2
train,138,1518,704,1.0,0.0016883168136700988,0.37765759229660034,0.2183380681818182,0,1.2559840679168701,0.35404829545454547,0,5.65757942199707,0.0953125,2
train,139,1529,704,1.0,0.0016387600917369127,0.37814512848854065,0.21815340909090908,0,1.2586177587509155,0.3534943181818182,0,5.664865016937256,0.09532670454545454,2
train,140,1540,704,1.0,0.001606631907634437,0.3785647749900818,0.21826704545454545,0,1.2628586292266846,0.3521590909090909,0,5.6857428550720215,0.09553977272727272,2
train,141,1551,704,1.0,0.0015714123146608472,0.3789408802986145,0.21839488636363635,0,1.2637625932693481,0.35298295454545453,0,5.701076030731201,0.09538352272727273,2
train,142,1562,704,1.0,0.0015392358181998134,0.3794059753417969,0.218125,0,1.2669204473495483,0.3524573863636364,0,5.710997581481934,0.09599431818181818,2
train,143,1573,704,1.0,0.0015824035508558154,0.37980037927627563,0.21801136363636364,0,1.2641993761062622,0.3552130681818182,1,5.68648099899292,0.09660511363636363,2
train,144,1584,704,1.0,0.0015746207209303975,0.3800111711025238,0.21848011363636363,0,1.2737606763839722,0.35032670454545456,0,5.762526512145996,0.09528409090909092,2
train,145,1595,704,1.0,0.0015686947153881192,0.3805399239063263,0.21782670454545455,0,1.2669997215270996,0.3560653409090909,1,5.715016841888428,0.09744318181818182,2
train,146,1606,704,1.0,0.0014427806017920375,0.38079404830932617,0.21829545454545454,0,1.275395393371582,0.3521448863636364,0,5.765090465545654,0.09634943181818181,2
train,147,1617,704,1.0,0.0014077157247811556,0.3810676336288452,0.2184090909090909,0,1.2729003429412842,0.3546448863636364,1,5.755781173706055,0.09676136363636363,2
train,148,1628,704,1.0,0.0013713595690205693,0.381519079208374,0.2184375,0,1.278043508529663,0.35286931818181816,0,5.782569885253906,0.09643465909090909,2
train,149,1639,704,1.0,0.001342454575933516,0.38193491101264954,0.21821022727272726,0,1.2790216207504272,0.3538210227272727,1,5.783661365509033,0.09737215909090909,2
train,150,1650,704,1.0,0.001321384683251381,0.38228240609169006,0.21832386363636364,0,1.2823718786239624,0.3530255681818182,0,5.8091301918029785,0.09713068181818182,2
train,151,1661,704,1.0,0.0014017137000337243,0.3827833831310272,0.2177840909090909,0,1.2781251668930054,0.35660511363636366,1,5.776772499084473,0.09796875,2
train,152,1672,704,1.0,0.0013056924799457192,0.38309451937675476,0.21821022727272726,0,1.2881159782409668,0.35160511363636365,0,5.831437110900879,0.09708806818181819,2
train,153,1683,704,1.0,0.0012682625092566013,0.3833792805671692,0.2183380681818182,0,1.2848628759384155,0.3548721590909091,1,5.8328166007995605,0.09769886363636364,2
train,154,1694,704,1.0,0.0012430738424882293,0.38377633690834045,0.21825284090909092,0,1.2860844135284424,0.355,1,5.831663131713867,0.09785511363636364,2
train,155,1705,704,1.0,0.001212454866617918,0.3841091990470886,0.2183380681818182,0,1.2924790382385254,0.3522443181818182,0,5.8725996017456055,0.09758522727272727,2
train,156,1716,704,1.0,0.001209523412398994,0.38445335626602173,0.21819602272727273,0,1.2894788980484009,0.3554119318181818,1,5.854452133178711,0.09835227272727273,2
train,157,1727,704,1.0,0.0011654066620394588,0.3848843574523926,0.21802556818181817,0,1.2950996160507202,0.35296875,0,5.87454080581665,0.0984090909090909,2
train,158,1738,704,1.0,0.0011455684434622526,0.38513612747192383,0.21832386363636364,0,1.2972099781036377,0.35295454545454547,0,5.905811309814453,0.09788352272727273,2
train,159,1749,704,1.0,0.0011245716596022248,0.3854285776615143,0.21811079545454545,0,1.295708417892456,0.35461647727272727,1,5.886160850524902,0.0987784090909091,2
train,160,1760,704,1.0,0.0011370530119165778,0.3857221305370331,0.21813920454545455,0,1.3018264770507812,0.3519602272727273,0,5.926624298095703,0.09816761363636364,2
train,161,1771,704,1.0,0.0010856236331164837,0.38604316115379333,0.21822443181818182,0,1.2987245321273804,0.35485795454545455,0,5.906085014343262,0.09889204545454545,2
train,162,1782,704,1.0,0.0010818272130563855,0.386346697807312,0.21816761363636364,0,1.304766297340393,0.3523721590909091,0,5.943272590637207,0.09865056818181818,2
train,163,1793,704,1.0,0.0010439406614750624,0.38665443658828735,0.21838068181818182,0,1.3044090270996094,0.3540340909090909,0,5.946465969085693,0.09887784090909091,2
train,164,1804,704,1.0,0.0010238263057544827,0.38703015446662903,0.21822443181818182,0,1.3053302764892578,0.3544460227272727,0,5.940584182739258,0.09930397727272727,2
train,165,1815,704,1.0,0.0010038964683189988,0.38738352060317993,0.21815340909090908,0,1.307597041130066,0.3542471590909091,0,5.961648941040039,0.09913352272727273,2
train,166,1826,704,1.0,0.0009945259662345052,0.3877032399177551,0.21832386363636364,0,1.3107929229736328,0.35345170454545455,0,5.986957550048828,0.09887784090909091,2
train,167,1837,704,1.0,0.0009721274836920202,0.38805055618286133,0.2183096590909091,0,1.3118282556533813,0.35407670454545453,0,5.989712715148926,0.09904829545454545,2
