split,index,root_id,role,active_fraction,mean,eta_squared,class0_mean,class1_mean,class2_mean
validation,89,720575940649154681,internal,1.0,6.431092993029066,0.3719312590503625,5.230608096122742,9.5883606501988,4.4988099245392545
validation,90,720575940621776161,output,0.7635135135135135,5.016143800187352,0.35522442970940477,8.151330099105834,5.441337084283634,1.3917808233171094
validation,91,720575940617629270,output,0.7972972972972973,3.6442101114505046,0.4826680565766822,1.6059603679180146,3.0890357263234196,6.279231173651559
validation,92,720575940625431870,output,1.0,11.156924383010011,0.3950794240209252,10.325441999435425,16.09470089114442,7.067599286686401
validation,93,720575940632698797,output,0.8648648648648649,7.127599132423465,0.5347840837920317,1.3461014261841775,14.440266940058494,5.714418780134649
validation,94,720575940629111814,output,1.0,5.518834049989645,0.5654825412273993,0.9204011450707913,10.751545127557248,4.978401446829037
validation,95,720575940618615360,output,0.9256756756756757,6.369732260502674,0.035490985512950116,6.717826461791992,5.521025148581486,6.863241207842925
validation,96,720575940619071005,output,0.9256756756756757,4.346916113728406,0.5334665118780311,0.45886773817241194,8.768466638059031,3.8927618909855277
validation,97,720575940609890315,output,0.8445945945945946,3.69794967156407,0.3980237540011912,6.200061359405518,3.5371357810740567,1.3055883703791364
validation,98,720575940626675837,output,0.8108108108108109,5.260757337601201,0.5226775321465863,0.2146782936155796,10.4406381431891,5.229936780978222
validation,99,720575940635934143,output,0.7432432432432432,2.191513909480056,0.5920434815466556,1.222009127140045,1.0577446727120146,4.314573740472599
